City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
549,Sisimiut,66.9395,-53.6735,1.49,89,95,14.5,GL,2/5/2022 15:14,light snow
550,Pskov,57.8136,28.3496,24.71,86,75,6.71,RU,2/5/2022 15:14,broken clouds
551,Vila Velha,-20.3297,-40.2925,87.75,73,40,10,BR,2/5/2022 15:14,scattered clouds
552,Sao Mateus,-18.7161,-39.8589,83.53,66,41,9.51,BR,2/5/2022 15:14,scattered clouds
553,Mount Isa,-20.7333,139.5,78.57,34,0,8.05,AU,2/5/2022 15:14,clear sky
554,Solnechnyy,50.7214,136.6319,2.25,98,100,1.59,RU,2/5/2022 15:14,overcast clouds
555,Labuan,5.2767,115.2417,82.56,80,99,9.6,MY,2/5/2022 15:14,heavy intensity rain
556,Hofn,64.2539,-15.2082,28.94,60,100,9.17,IS,2/5/2022 15:14,light snow
557,Olinda,-8.0089,-34.8553,87.53,58,40,8.05,BR,2/5/2022 15:14,scattered clouds
558,Cabo Rojo,18.0866,-67.1457,82.67,66,9,5.03,PR,2/5/2022 15:14,clear sky
559,Yanam,16.7333,82.2167,81,85,94,3.8,IN,2/5/2022 15:14,overcast clouds
560,Ayni,39.3941,68.5377,38.34,47,100,9.31,TJ,2/5/2022 15:14,moderate rain
561,Portland,45.5234,-122.6762,45.45,94,100,0,US,2/5/2022 15:10,overcast clouds
562,Marienburg,54.0359,19.0266,40.87,77,99,17.16,PL,2/5/2022 15:14,overcast clouds
563,Lilongwe,-13.9669,33.7873,70.68,90,81,7.29,MW,2/5/2022 15:09,moderate rain
564,Quechultenango,17.4167,-99.2167,71.46,57,51,4.21,MX,2/5/2022 15:14,broken clouds
565,Jalu,29.0331,21.5482,62.91,37,0,5.48,LY,2/5/2022 15:14,clear sky
566,Nantucket,41.2835,-70.0995,26.96,82,100,19.57,US,2/5/2022 15:09,light snow
567,Houston,29.7633,-95.3633,36.97,74,0,1.99,US,2/5/2022 15:11,clear sky
568,Matara,5.9485,80.5353,77.61,77,9,8.16,LK,2/5/2022 15:14,clear sky
569,Husavik,66.0449,-17.3389,25.57,95,98,7.56,IS,2/5/2022 15:14,light snow
570,Barra Velha,-26.6322,-48.6847,91.6,52,89,2.57,BR,2/5/2022 15:14,overcast clouds
571,Port-Gentil,-0.7193,8.7815,80.33,75,10,10.16,GA,2/5/2022 15:14,clear sky
572,Taldan,53.6667,124.8,3.43,69,89,8.5,RU,2/5/2022 15:14,overcast clouds
573,Amalapuram,16.5833,82.0167,80.98,88,91,3.65,IN,2/5/2022 15:14,overcast clouds
574,San Andres,12.5847,-81.7006,78.82,78,40,9.22,CO,2/5/2022 15:14,scattered clouds
575,Luganville,-15.5333,167.1667,78.69,86,100,3.76,VU,2/5/2022 15:14,overcast clouds
576,Corrales,35.2378,-106.6067,27.99,69,0,3,US,2/5/2022 15:12,clear sky
577,Basco,20.4487,121.9702,72.32,75,98,28.7,PH,2/5/2022 15:14,overcast clouds
578,Pulandian,39.3953,121.9669,32.13,69,1,7.02,CN,2/5/2022 15:14,clear sky
579,Sal Rei,16.1833,-22.9167,77.56,65,0,16.11,CV,2/5/2022 15:14,clear sky
580,Mogadishu,2.0371,45.3438,78.33,78,59,16.73,SO,2/5/2022 15:14,broken clouds
581,Ekhabi,53.5102,142.9671,3.34,93,100,21.07,RU,2/5/2022 15:14,overcast clouds
582,Ketchikan,55.3422,-131.6461,42.78,93,100,9.22,US,2/5/2022 15:14,light rain
583,Laela,-8.5667,32.05,67.8,87,87,1.7,TZ,2/5/2022 15:14,light rain
584,Soyo,-6.1349,12.3689,82.36,70,55,13.71,AO,2/5/2022 15:14,broken clouds
585,Inta,66.0317,60.1659,-9.9,99,57,3.04,RU,2/5/2022 15:14,broken clouds
586,Beya,53.0533,90.9139,7.5,91,31,4.74,RU,2/5/2022 15:14,scattered clouds
587,Murgab,37.4966,61.9714,58.46,30,100,20.6,TM,2/5/2022 15:14,overcast clouds
588,Kuusamo,65.9667,29.1833,19.44,86,100,12.66,FI,2/5/2022 15:14,overcast clouds
589,Stornoway,58.2093,-6.3865,39.92,71,40,8.99,GB,2/5/2022 15:14,light intensity shower rain
590,Impfondo,1.6381,18.0667,97.95,11,87,5.28,CG,2/5/2022 15:14,overcast clouds
591,Safaga,26.7292,33.9365,63.5,49,1,21.23,EG,2/5/2022 15:14,clear sky
592,Chaykovskiy,56.7686,54.1148,27.81,94,100,3.15,RU,2/5/2022 15:14,overcast clouds
593,Przeworsk,50.0591,22.4941,38.93,77,18,15.03,PL,2/5/2022 15:14,few clouds
594,Talcahuano,-36.7167,-73.1167,69.48,56,0,8.05,CL,2/5/2022 15:14,clear sky
595,Ghanzi,-21.5667,21.7833,82.08,46,86,11.68,BW,2/5/2022 15:14,overcast clouds
596,Dubovka,49.0583,44.829,23.95,91,90,10.51,RU,2/5/2022 15:14,light snow
597,Sunndalsora,62.6754,8.5515,36.25,81,86,12.08,NO,2/5/2022 15:14,overcast clouds
598,Khani,41.9563,42.9566,26.17,93,90,4.09,GE,2/5/2022 15:14,overcast clouds
599,Bouguenais,47.1776,-1.6214,53.71,66,40,10.36,FR,2/5/2022 15:14,scattered clouds
600,Sao Sebastiao,-23.76,-45.4097,83.43,73,100,1.52,BR,2/5/2022 15:13,overcast clouds
601,Brandenburg,52.4167,12.55,44.91,68,99,15.95,DE,2/5/2022 15:14,overcast clouds
602,Ferme-Neuve,46.7001,-75.4493,-2.42,77,17,7.65,CA,2/5/2022 15:14,few clouds
603,Linhai,28.85,121.1167,41.94,53,94,2.93,CN,2/5/2022 15:14,overcast clouds
604,Genhe,50.7833,121.5167,-6.75,99,100,3.2,CN,2/5/2022 15:14,overcast clouds
605,Borgo San Dalmazzo,44.333,7.4858,54.88,42,33,4,IT,2/5/2022 15:14,scattered clouds
606,Severomorsk,69.0689,33.4162,18,81,100,21,RU,2/5/2022 15:14,overcast clouds
607,Sangar,63.9242,127.4739,-33.3,99,100,3.49,RU,2/5/2022 15:14,overcast clouds
608,Gamboma,-1.8764,15.8644,94.03,31,86,3.38,CG,2/5/2022 15:14,overcast clouds
609,Canico,32.6333,-16.85,74.71,76,40,3,PT,2/5/2022 15:14,scattered clouds
610,Spearfish,44.4908,-103.8594,44.89,36,75,16.11,US,2/5/2022 15:14,broken clouds
611,Tahe,52.3333,124.7333,-5.1,93,69,4.14,CN,2/5/2022 15:14,broken clouds
612,Paveh,35.0434,46.3565,32.36,98,100,4.99,IR,2/5/2022 15:14,light snow
613,Ballater,57.0493,-3.0402,44.69,83,87,15.32,GB,2/5/2022 15:14,moderate rain
614,Sorland,67.667,12.6934,40.84,79,84,26.57,NO,2/5/2022 15:14,broken clouds
615,Denpasar,-8.65,115.2167,82.06,83,40,12.66,ID,2/5/2022 15:14,scattered clouds
616,Nevel,56.0209,29.9284,24.64,95,100,9.33,RU,2/5/2022 15:14,light snow
617,Ust-Uda,54.1742,103.0304,12.7,96,100,4.12,RU,2/5/2022 15:14,light snow
618,Khovu-Aksy,51.1333,93.6,-11.99,87,25,5.77,RU,2/5/2022 15:14,scattered clouds
619,Novouzensk,50.4592,48.1431,15.8,95,100,8.68,RU,2/5/2022 15:14,overcast clouds
620,Sibu,2.3,111.8167,74.35,98,98,0.94,MY,2/5/2022 15:14,light rain
621,Ladario,-19.0047,-57.6017,86.29,70,75,6.91,BR,2/5/2022 15:14,broken clouds
622,Puerto Madryn,-42.7692,-65.0385,63.79,39,4,14.58,AR,2/5/2022 15:14,clear sky
623,Bridlington,54.0831,-0.1919,48.88,80,100,31.03,GB,2/5/2022 15:14,overcast clouds
624,Bristol,41.8334,-71.1662,24.73,81,100,13,US,2/5/2022 15:10,overcast clouds
625,Treinta Y Tres,-33.2333,-54.3833,81.91,54,100,11.12,UY,2/5/2022 15:14,overcast clouds
626,Zhangjiakou,40.81,114.8794,14.85,62,1,7.43,CN,2/5/2022 15:14,light snow
627,Stokmarknes,68.5646,14.9108,28.49,90,94,15.88,NO,2/5/2022 15:14,light snow
628,Mweka,-4.85,21.5667,81.05,64,98,2.3,CD,2/5/2022 15:14,overcast clouds
629,Ulsteinvik,62.3432,5.8487,38.32,75,100,11.99,NO,2/5/2022 15:14,overcast clouds
630,Kieta,-6.2167,155.6333,81.23,84,99,8.99,PG,2/5/2022 15:14,light rain
631,Visby,57.6409,18.296,39.42,75,75,14.97,SE,2/5/2022 15:14,broken clouds
632,Killam,52.7834,-111.8518,34.61,97,88,11.68,CA,2/5/2022 15:14,light snow
633,Tabou,4.423,-7.3528,84.56,65,72,9.6,CI,2/5/2022 15:14,broken clouds
634,Nikki,9.9401,3.2108,92.93,10,1,6.04,BJ,2/5/2022 15:14,clear sky
635,Round Rock,30.5083,-97.6789,34.02,82,0,1.01,US,2/5/2022 15:12,clear sky
636,Mackenzie,55.2999,-123.1698,39.42,52,0,13.8,CA,2/5/2022 15:14,clear sky
637,Berehove,48.2056,22.6442,37.45,99,100,3.74,UA,2/5/2022 15:14,overcast clouds
638,Roma,43.2128,-75.4557,17.11,76,40,13.8,US,2/5/2022 15:11,scattered clouds
639,Moyale,3.5167,39.0584,88.09,12,100,8.01,KE,2/5/2022 15:14,overcast clouds
640,Hinton,53.4001,-117.5857,35.64,71,16,12.84,CA,2/5/2022 15:14,few clouds
641,Enid,36.3956,-97.8784,29.14,75,0,5.01,US,2/5/2022 15:12,clear sky
642,Pestretsy,55.7531,49.6545,24.94,97,100,4.65,RU,2/5/2022 15:14,overcast clouds
643,Amaigbo,5.7892,7.8383,97.66,15,0,4.43,NG,2/5/2022 15:14,clear sky
644,Padang,-0.9492,100.3543,74.57,95,100,3.11,ID,2/5/2022 15:14,light rain
645,Corvallis,44.5646,-123.262,45.34,70,100,0,US,2/5/2022 15:14,overcast clouds
646,Mana,5.6592,-53.7767,81.01,76,67,8.5,GF,2/5/2022 15:14,broken clouds
647,Winnemucca,40.973,-117.7357,33.28,45,76,1.74,US,2/5/2022 15:14,broken clouds
648,Hambantota,6.1241,81.1185,77.86,73,5,17,LK,2/5/2022 15:14,clear sky
649,Yarkovo,57.4028,67.0786,21.04,86,100,6.87,RU,2/5/2022 15:14,overcast clouds
650,Khalkhal,37.6189,48.5258,25.84,96,100,5.08,IR,2/5/2022 15:14,light snow
651,Villacidro,39.4578,8.7406,56.66,68,100,13.56,IT,2/5/2022 15:14,overcast clouds
652,Amudat,1.95,34.95,71.44,55,100,6.15,UG,2/5/2022 15:14,overcast clouds
653,Mecca,21.4267,39.8261,70.72,22,3,14.23,SA,2/5/2022 15:13,clear sky
654,Garden City,42.3256,-83.331,18.32,82,40,1.01,US,2/5/2022 15:14,mist
655,Magistralnyy,56.1725,107.4458,14.47,95,100,7.11,RU,2/5/2022 15:14,light snow
656,Tilichiki,60.4667,166.1,3.4,80,100,6.71,RU,2/5/2022 15:14,overcast clouds
657,Mitsamiouli,-11.3847,43.2844,80.78,81,85,14.34,KM,2/5/2022 15:14,light rain
658,Morococha,-11.5997,-76.1411,40.21,80,100,0.72,PE,2/5/2022 15:14,overcast clouds
659,Padre Bernardo,-15.35,-48.5,83.71,62,50,1.77,BR,2/5/2022 15:14,scattered clouds
660,Dalaba,10.7,-12.25,87.58,8,0,5.19,GN,2/5/2022 15:15,clear sky
661,Cururupu,-1.8283,-44.8683,80.98,73,100,3.85,BR,2/5/2022 15:15,light rain
662,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.54,60,72,9.8,BR,2/5/2022 15:15,broken clouds
663,Okato,-39.2,173.8833,67.91,98,100,12.21,NZ,2/5/2022 15:15,light rain
664,State College,40.7934,-77.86,18.81,75,75,1.01,US,2/5/2022 15:12,broken clouds
